animal,n_windows,model,accuracy_mean,accuracy_std,f1_mean,f1_std,rmse_mean,rmse_std,latency_ms_mean,composite_score,rank,total_time_s
14,86400,Transformer + bp_lag1,0.9885730824891462,0.0004725518178167,0.9845877533523208,0.0005611342173816,14607.1705078125,376.7078345613933,0.0138330522037816,0.8978862994121121,8,5465.41
14,86400,STA-LSTM (accel),0.95438494934877,0.0044344707862516,0.9451558383097298,0.0049839884667447,11841.2318359375,239.56997524462773,0.0126763624307603,0.894262861527452,9,5465.41
14,86400,STA-LSTM-H (accel),0.952069464544139,0.0031216136064168,0.943038058991032,0.004266439611405,11446.0072265625,479.7902523194687,0.0127269306264591,0.8920841420741717,10,5465.41
15,86400,GRU + bp,0.9928567293777136,0.0004596106105072,0.9906971054633068,0.0006685252660708,18124.97578125,783.0904292835444,0.0098344171231049,0.9997675748626254,1,5338.77
15,86400,GRU + bp_lag1,0.983629522431259,0.0028630199487197,0.9784260593775084,0.0038175588255353,19478.885546875,1079.0269363969626,0.0098115594655965,0.9925651251195224,2,5338.77
15,86400,LSTM + bp,0.9927062228654124,0.0005753874912782,0.9905537201853176,0.0007171080518596,19877.666015625,687.6309213910029,0.0103317969889742,0.9699458536485922,3,5338.77
15,86400,LSTM + bp_lag1,0.98443994211288,0.0013528258364256,0.9797744471358624,0.0017103725937548,21540.548046875,1030.8911183747928,0.0103090210129033,0.9634950584138616,4,5338.77
15,86400,STA-LSTM-H + bp_lag1,0.9849609261939218,0.0011916313598778,0.9804327324418604,0.0015747354856402,21982.43203125,642.8594670823627,0.0124259610659026,0.9193199615885131,5,5338.77
15,86400,STA-LSTM + bp_lag1,0.9844283646888567,0.0010842058251524,0.9798213176975488,0.0013961174918961,21990.717578125,814.0029036098497,0.0124109930786076,0.9189860751607992,6,5338.77
15,86400,STA-LSTM (accel),0.97383502170767,0.0017050680463513,0.9676733660730964,0.0023031357959035,21015.336328125,522.370779857435,0.012470576371701,0.9101987678722768,7,5338.77
